Exoplanet Archive Disposition,Orbital Period [days],Disposition Score,Planet-Star Radius Ratio,Planetary Radius [Earth radii],Orbit Semi-Major Axis [au],Inclination [deg],Equilibrium Temperature [K],Insolation Flux [Earth flux],Stellar Effective Temperature [K],Stellar Surface Gravity [log10(cm/s**2)],Stellar Metallicity [dex],Stellar Radius [Solar radii],Stellar Mass [Solar mass],Eccentricity,Transit Depth [ppm],Transit Duration [hrs],Transit Signal-to-Noise,Number of Transits,Not Transit-Like False Positive Flag,Stellar Eclipse False Positive Flag,Centroid Offset False Positive Flag,Ephemeris Match Indicates Contamination False Positive Flag
FALSE POSITIVE,15.6937855,0.0,0.01754,1.99,0.1219,89.38,755.0,76.79,5868.0,4.397,-0.06,1.037,0.978,0.0,367.7,5.149,14.2,385.00676798860127,0,0,1,0
CANDIDATE,5.77451117,0.966,0.011499,1.87,0.0648,88.21,1232.0,544.74,5821.0,4.127,0.16,1.492,1.088,0.0,156.3,3.752,11.2,225.0,0,0,0,0
FALSE POSITIVE,20.73376301,0.0,0.499783,54.58,0.148,88.15,663.0,45.6,5780.0,4.438,0.0,1.0,1.0,0.0,104600.0,5.8043,97.3,26.0,0,1,1,1
FALSE POSITIVE,63.571688,0.0,0.023873,2.14,0.3026,89.38,399.0,6.02,5504.0,4.572,-0.06,0.819,0.918,0.0,591.0,6.01,5.4,385.00676798860127,1,0,0,0
FALSE POSITIVE,338.20075,0.0,0.023523,2.08,0.9183,89.95,223.0,0.59,5381.0,4.575,0.02,0.811,0.903,0.0,678.2,15.23,11.1,385.00676798860127,1,0,0,0
CONFIRMED,124.922516,0.995,0.025738,3.37,0.5036,88.33,407.0,6.45,5970.0,4.317,0.1,1.2,1.089,0.0,498.7,11.942,24.4,7.0,0,0,0,0
FALSE POSITIVE,1.303570451,0.0,0.601921,235.58,0.0225,85.28,2720.0,12920.56,4884.0,3.279,-0.2,3.584,0.891,0.0,332340.0,2.28163,573.2,955.0,1,0,0,0
FALSE POSITIVE,3.72277264,0.0,0.303216,22.78,0.0426,24.64,945.0,188.82,5333.0,4.633,-0.54,0.688,0.74,0.0,1114.6,15.869,58.1,385.00676798860127,1,0,1,0
FALSE POSITIVE,3.886730304,0.0,0.563899,61.58,0.0485,90.0,1158.0,424.65,5780.0,4.438,0.0,1.0,1.0,0.0,372420.0,16.1723,280.6,0.0,0,1,0,0
FALSE POSITIVE,49.5740154,0.0,0.087107,5.01,0.2131,85.42,280.0,1.46,4040.0,4.714,-0.44,0.527,0.525,0.0,8772.9,63.196,200.6,25.0,0,1,0,0
FALSE POSITIVE,10.42360821,0.0,0.026364,1.67,0.0772,89.99,515.0,16.64,4260.0,4.663,-0.44,0.58,0.565,0.0,878.3,5.404,18.7,58.0,0,0,1,1
CANDIDATE,10.1384691,0.847,0.008748,0.74,0.0872,89.37,723.0,64.55,5483.0,4.589,-0.22,0.779,0.865,0.0,92.8,4.026,9.1,130.0,0,0,0,0
CONFIRMED,85.517344,0.017,0.019208,3.04,0.3802,88.0,482.0,12.75,5592.0,4.115,0.16,1.451,1.0,0.0,270.2,9.331,12.9,15.0,0,0,0,0
FALSE POSITIVE,161.2529031,0.0,0.289251,59.07,0.746,89.8,652.0,42.81,9341.0,4.222,0.07,1.87,2.128,0.0,94008.0,24.3711,576.6,6.0,1,0,0,0
FALSE POSITIVE,0.761119678,1.0,0.169655,27.81,0.0157,47.97,2977.0,18660.94,6911.0,4.038,-1.54,1.501,0.897,0.0,1112.0,1.43,9.7,1504.0,0,1,0,0
FALSE POSITIVE,94.212787,0.0,0.218937,35.89,0.391,90.0,597.0,30.09,6911.0,4.038,-1.54,1.501,0.897,0.0,55654.0,14.48,112.3,15.0,0,1,0,0
CANDIDATE,8.6040858,0.0,0.008743,0.94,0.0836,88.81,947.0,189.96,6250.0,4.472,-0.26,0.986,1.052,0.0,87.6,3.01,6.4,159.0,0,0,0,0
FALSE POSITIVE,1.330333096,0.672,0.24559,24.3,0.0236,72.35,1634.0,1691.25,5984.0,4.521,-0.2,0.906,0.993,0.0,61867.0,5.045,700.5,809.0,0,1,0,0
FALSE POSITIVE,1.140133012,0.0,0.194448,126.77,0.0274,9.92,4370.0,86385.22,6715.0,3.211,-0.5,5.97,2.114,0.0,223.2,9.251,63.4,1185.0,1,0,0,1
FALSE POSITIVE,7.946367138,0.0,0.575498,36.01,0.0647,88.92,629.0,36.92,4789.0,4.678,-0.98,0.573,0.571,0.0,278090.0,2.58667,1228.9,167.0,0,1,0,0
FALSE POSITIVE,16.832079803,0.0,0.203914,61.35,0.1376,89.36,1243.0,565.17,6300.0,3.646,-0.8,2.755,1.223,0.0,48375.0,7.79748,5156.6,80.0,0,1,0,0
FALSE POSITIVE,7.346159047,0.0,0.50282,44.48,0.0714,84.58,835.0,114.57,5616.0,4.574,-0.2,0.81,0.905,0.0,121810.0,6.5974,2541.2,178.0,1,0,0,0
FALSE POSITIVE,26.2402438,0.112,0.012164,1.16,0.1597,89.67,583.0,27.36,5649.0,4.45,-0.42,0.875,0.787,0.0,174.0,3.024,7.9,52.0,0,0,1,0
FALSE POSITIVE,10.738427243,0.0,0.037816,6.96,0.097,89.94,1137.0,394.4,6180.0,4.007,-0.34,1.686,1.053,0.0,1684.2,2.3544,112.8,93.0,0,1,0,0
CANDIDATE,65.415183,0.529,0.018514,1.31,0.2732,89.81,295.0,1.79,4348.0,4.62,-0.12,0.646,0.636,0.0,417.1,4.224,8.9,21.0,0,0,0,0
CANDIDATE,72.28198,0.0,0.033111,13.11,0.4318,89.95,984.0,221.28,7694.0,3.631,-0.08,3.627,2.054,0.0,1265.0,2.478,5.4,5.0,0,0,0,0
FALSE POSITIVE,23.832382513,0.0,0.584086,63.78,0.1642,88.98,623.0,35.58,5722.0,4.454,0.22,1.0,1.037,0.0,279000.0,7.06068,2389.2,0.0,0,1,0,0
FALSE POSITIVE,1.428766771,0.0,0.008907,1.01,0.0256,82.39,1737.0,2157.42,6197.0,4.449,-0.08,1.035,1.096,0.0,92.2,3.9753,3.6,945.0,0,1,1,0
FALSE POSITIVE,14.5567427,0.0,0.012745,1.38,0.1192,89.38,783.0,89.02,6153.0,4.471,-0.14,0.993,1.065,0.0,185.1,1.421,8.9,91.0,0,0,1,0
FALSE POSITIVE,1.106560721,0.001,0.499618,47.63,0.0206,83.36,1782.0,2382.7,6205.0,4.534,-0.54,0.873,0.948,0.0,253680.0,2.64151,643.6,1216.0,0,1,0,0
FALSE POSITIVE,0.721624431,0.0,0.520137,40.61,0.0139,73.16,1604.0,1560.97,5067.0,4.565,-0.4,0.715,0.686,0.0,157750.0,2.54242,514.4,1860.0,0,1,0,0
CANDIDATE,371.70965709,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,141.6,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,4.65,23.0,4.0,0,0,0,0
FALSE POSITIVE,10.81589054,0.0,0.19721,32.48,0.0978,89.39,1086.0,328.64,6269.0,4.109,-0.28,1.508,1.065,0.0,45400.0,4.73495,4313.4,125.0,0,1,0,0
FALSE POSITIVE,4.1747072,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,1914.16,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,11.13,23.0,332.0,1,0,0,0
FALSE POSITIVE,0.622303871,0.0,0.008318,0.77,0.0129,82.34,2032.0,4050.15,5672.0,4.447,-0.6,0.853,0.742,0.0,80.9,1.84,9.9,2153.0,0,0,0,1
FALSE POSITIVE,23.3924063,0.0,0.007321,0.84,0.1607,89.38,701.0,57.23,6221.0,4.4,-0.24,1.05,1.008,0.0,62.3,3.416,8.1,58.0,1,0,0,0
CANDIDATE,75.906736,0.0,0.004771,0.63,0.3438,89.95,507.0,15.65,6140.0,4.248,-0.4,1.206,0.941,0.0,26.9,11.64,9.2,18.0,0,0,0,0
CANDIDATE,2.15888911,0.952,0.009185,0.72,0.0302,88.59,1130.0,384.49,5269.0,4.627,-0.34,0.713,0.79,0.0,102.4,1.791,9.9,623.0,0,0,0,0
FALSE POSITIVE,4.608901433,0.0,0.590973,48.72,0.0511,86.49,1007.0,242.9,5938.0,4.605,-0.74,0.755,0.844,0.0,378550.0,8.73393,2624.6,0.0,0,1,0,0
CANDIDATE,17.5806026,0.786,0.012611,1.87,0.1352,86.89,816.0,104.96,5839.0,4.199,0.14,1.358,1.063,0.0,138.8,4.17,8.4,75.0,0,0,0,0
FALSE POSITIVE,3.326193904,0.0,0.386166,14.72,0.031,90.0,521.0,17.41,3520.0,4.906,-0.2,0.349,0.358,0.0,178470.0,2.08375,502.0,196.0,0,1,0,0
FALSE POSITIVE,12.823275455,0.0,0.491022,44.29,0.1039,87.52,743.0,72.0,5973.0,4.562,-0.46,0.826,0.907,0.0,121990.0,5.32062,2541.7,106.0,0,1,0,0
FALSE POSITIVE,37.183276326,0.0,0.431208,55.0,0.2062,89.99,594.0,29.41,5657.0,4.23,-0.22,1.168,0.846,0.0,221200.0,14.0996,2648.4,38.0,0,1,0,0
FALSE POSITIVE,5.065329723,0.0,0.429764,60.35,0.0584,85.75,1315.0,705.6,6350.0,4.233,-0.34,1.286,1.03,0.0,155610.0,4.90392,5497.0,266.0,0,1,0,0
FALSE POSITIVE,0.957079167,0.0,0.45386,72.76,0.0194,57.88,2441.0,8421.62,6367.0,4.133,-0.34,1.468,1.066,0.0,48674.0,3.85011,3062.6,1402.0,0,1,0,0
FALSE POSITIVE,9.380632783,0.0,0.468628,46.72,0.0872,86.25,846.0,120.99,5926.0,4.519,-0.12,0.913,1.004,0.0,65833.0,4.295,1053.1,140.0,0,1,0,0
FALSE POSITIVE,10.064687893,0.0,0.391049,30.11,0.0801,84.27,679.0,50.11,5185.0,4.571,-0.56,0.705,0.673,0.0,10088.0,3.59854,585.4,131.0,0,1,0,0
CANDIDATE,2.71772323,1.0,0.007496,0.72,0.0356,88.23,1123.0,375.05,5135.0,4.464,0.12,0.874,0.812,0.0,70.3,3.22,9.3,254.0,0,0,0,0
FALSE POSITIVE,7.73591011,0.0,0.605584,50.46,0.0722,87.99,806.0,99.92,5623.0,4.596,-0.4,0.763,0.853,0.0,315130.0,5.01919,3786.7,0.0,0,1,0,0
FALSE POSITIVE,3.359470825,0.0,0.338588,129.93,0.0506,74.63,2421.0,8125.7,6587.0,3.531,-0.62,3.514,1.53,0.0,2707.8,2.14715,504.1,399.0,0,1,0,0
FALSE POSITIVE,20.729255112,0.0,0.615142,53.87,0.134,88.96,567.0,24.47,5256.0,4.502,-0.26,0.802,0.745,0.0,341970.0,7.53677,2957.7,0.0,0,1,0,0
FALSE POSITIVE,3.04459739,0.0,0.007496,0.62,0.0386,82.41,1076.0,317.36,5525.0,4.603,-0.36,0.753,0.843,0.0,66.1,7.638,18.2,447.0,0,0,0,1
FALSE POSITIVE,3.796448299,0.0,0.693192,232.39,0.0593,86.69,2577.0,10412.56,8117.0,3.748,-0.42,3.07,1.922,0.0,522880.0,11.5917,1487.2,0.0,0,1,0,0
FALSE POSITIVE,3.79654367,0.0,0.475282,159.34,0.0593,67.59,2577.0,10412.56,8117.0,3.748,-0.42,3.07,1.922,0.0,70781.0,11.4071,283.7,26.0,0,1,0,0
FALSE POSITIVE,15.926990634,0.0,1.323478,93.94,0.1066,86.06,566.0,24.16,5191.0,4.615,-0.84,0.65,0.635,0.0,394230.0,11.5142,3458.3,81.0,0,1,0,0
CANDIDATE,23.9830523,0.55,0.008278,1.17,0.1582,89.74,718.0,62.83,5696.0,4.178,-0.1,1.292,0.916,0.0,83.2,8.77,11.3,29.0,0,0,0,0
FALSE POSITIVE,1.219049953,0.0,0.006735,2.48,0.0249,89.38,2948.0,17862.9,5742.0,3.521,-0.58,3.374,1.378,0.0,53.5,1.477,10.1,1094.0,0,0,0,1
FALSE POSITIVE,0.64585177,0.0,1.010664,51.1,0.0115,75.01,1234.0,543.24,4399.0,4.788,-1.56,0.463,0.48,0.0,308500.0,1.97644,808.3,1842.0,1,0,0,0
CANDIDATE,134.413808,0.0,0.013076,1.69,0.5468,89.95,391.0,5.51,6013.0,4.37,0.44,1.187,1.206,0.0,206.1,13.907,12.5,8.0,0,0,0,0
FALSE POSITIVE,1.70192371,0.0,0.291345,40.15,0.0287,77.2,1704.0,1993.63,5826.0,4.273,0.2,1.262,1.091,0.0,49833.0,3.0271,351.1,628.0,0,1,0,0
FALSE POSITIVE,1.20693963,0.0,0.004374,0.97,0.0263,56.54,2847.0,15568.09,7331.0,4.041,0.04,2.041,1.668,0.0,20.0,6.881,24.3,899.0,1,0,0,0
FALSE POSITIVE,3.008602107,0.0,0.501167,56.15,0.0403,81.3,1343.0,768.47,6033.0,4.398,-0.26,1.026,0.961,0.0,120270.0,4.34296,502.0,356.0,0,1,0,0
FALSE POSITIVE,41.81145,0.0,0.015824,1.4,0.2117,89.95,483.0,12.88,5593.0,4.478,-0.62,0.812,0.723,0.0,302.0,2.208,5.9,25.0,1,0,0,0
FALSE POSITIVE,0.846291334,0.0,0.536261,30.8,0.0142,80.82,1243.0,562.86,4627.0,4.721,-1.26,0.526,0.53,0.0,190190.0,1.79962,1049.3,1576.0,0,1,0,0
FALSE POSITIVE,1.930451347,0.0,0.460769,58.77,0.0327,72.7,1623.0,1637.68,6154.0,4.399,0.36,1.168,1.247,0.0,53075.0,3.87956,602.3,555.0,0,1,0,0
FALSE POSITIVE,2.427967843,0.0,0.516428,108.33,0.0423,78.34,2275.0,6328.22,7652.0,4.104,0.04,1.921,1.707,0.0,126980.0,4.7847,472.8,441.0,0,1,0,0
CANDIDATE,347.97611,0.837,0.016926,1.62,0.9577,89.98,253.0,0.97,5995.0,4.536,-0.3,0.878,0.964,0.0,341.3,16.77,11.9,5.0,0,0,0,0
FALSE POSITIVE,6.840305932,0.0,0.626114,62.08,0.0705,85.7,945.0,188.58,5970.0,4.521,-0.18,0.908,0.996,0.0,124930.0,4.32742,2025.7,197.0,0,1,0,0
FALSE POSITIVE,1.032967155,0.337,0.010249,21.22,0.0287,89.79,5990.0,304226.71,5283.0,2.352,-0.5,18.959,2.948,0.0,127.3,1.17,8.3,1198.0,0,0,1,0
FALSE POSITIVE,2.489550708,0.0,0.425743,36.91,0.0341,77.42,1281.0,636.43,6018.0,4.569,-0.7,0.794,0.853,0.0,29839.0,2.84685,443.6,544.0,0,1,0,0
FALSE POSITIVE,2.980479588,0.0,0.616794,70.52,0.0399,87.1,1370.0,833.83,6065.0,4.377,-0.3,1.047,0.954,0.0,375340.0,3.72527,1737.7,0.0,0,1,0,0
FALSE POSITIVE,4.81712182,0.0,0.50044,43.45,0.0535,84.5,922.0,170.42,5419.0,4.581,-0.1,0.795,0.885,0.0,35756.0,2.45699,445.3,221.0,0,1,0,0
FALSE POSITIVE,2.479948394,0.0,0.396857,35.62,0.034,80.76,1169.0,441.85,5391.0,4.539,-0.08,0.822,0.854,0.0,150680.0,5.7219,489.6,436.0,0,1,0,0
FALSE POSITIVE,1.58742695,0.0,0.277757,37.64,0.028,81.58,1893.0,3023.98,6440.0,4.313,-0.12,1.241,1.153,0.0,76162.0,2.66475,1150.7,674.0,0,1,0,0
FALSE POSITIVE,19.668404822,0.0,0.548107,42.91,0.1255,90.0,555.0,22.36,5260.0,4.56,-0.58,0.717,0.68,0.0,352810.0,21.1764,1834.5,0.0,0,1,0,0
CANDIDATE,11.8187288,1.0,0.014436,2.09,0.1031,89.26,919.0,168.38,5803.0,4.211,0.14,1.328,1.046,0.0,249.0,4.017,10.3,88.0,0,0,0,0
CANDIDATE,5.78901936,0.0,0.009509,0.78,0.0565,89.38,849.0,122.75,5289.0,4.546,-0.44,0.748,0.717,0.0,110.3,3.102,7.8,225.0,0,0,0,0
FALSE POSITIVE,0.968065631,0.0,0.009047,0.68,0.0174,81.92,1487.0,1157.58,5367.0,4.639,-0.54,0.687,0.757,0.0,92.5,1.772,14.0,1386.0,1,0,1,0
FALSE POSITIVE,0.824181335,0.0,0.188743,18.2,0.0168,22.31,1912.0,3155.32,5977.0,4.514,-0.36,0.883,0.929,0.0,224.7,2.4864,40.2,1618.0,1,0,1,0
CANDIDATE,12.26708306,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,141.6,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,2.7,23.0,81.0,0,0,0,0
FALSE POSITIVE,2.45261841,0.0,0.008449,0.69,0.0324,87.66,1108.0,355.92,5216.0,4.564,-0.28,0.751,0.755,0.0,85.5,1.9,8.8,523.0,0,0,1,0
CANDIDATE,6.33342309,0.804,0.113908,7.62,0.0578,65.3,625.0,36.11,4352.0,4.671,-0.2,0.613,0.64,0.0,123.3,3.46,7.5,199.0,0,0,0,0
CANDIDATE,5.522479,0.0,0.005574,0.76,0.0624,87.09,1288.0,650.66,6532.0,4.271,-0.4,1.247,1.056,0.0,33.1,2.666,8.6,226.0,0,0,0,0
FALSE POSITIVE,0.706423768,0.0,0.006706,1.16,0.0162,79.02,2845.0,15425.08,6514.0,4.09,-0.34,1.585,1.127,0.0,46.1,1.0597,15.9,1887.0,0,0,0,1
CANDIDATE,9.4588054,1.0,0.01527,1.78,0.091,88.88,943.0,187.04,6247.0,4.433,-0.06,1.066,1.122,0.0,270.0,3.66,8.6,139.0,0,0,0,0
FALSE POSITIVE,25.9534494,0.0,0.021938,2.06,0.1703,88.81,554.0,22.3,5591.0,4.559,0.07,0.86,0.977,0.0,528.9,6.001,10.5,33.0,0,0,0,1
FALSE POSITIVE,3.49550335,0.0,0.007058,0.66,0.0441,89.38,1081.0,322.8,5582.0,4.551,-0.02,0.85,0.937,0.0,60.9,3.799,9.6,307.0,0,0,0,1
FALSE POSITIVE,25.95193721,0.0,0.653253,123.34,0.1778,88.5,904.0,157.59,6569.0,4.008,-0.5,1.729,1.11,0.0,399170.0,15.9897,915.3,0.0,1,0,0,0
CANDIDATE,71.008017,0.0,0.011971,1.11,0.3221,89.95,419.0,7.27,5847.0,4.526,-0.38,0.849,0.882,0.0,170.2,5.395,6.6,19.0,0,0,0,0
FALSE POSITIVE,31.024310431,0.0,0.490678,93.29,0.1996,88.3,783.0,88.89,6011.0,3.998,-0.12,1.741,1.1,0.0,96480.0,7.63621,4403.8,46.0,0,1,0,0
FALSE POSITIVE,0.634131057,0.0,0.004806,0.58,0.0144,87.09,2488.0,9062.53,6428.0,4.345,-0.5,1.109,0.992,0.0,27.1,2.851,11.7,1683.0,0,1,0,0
CANDIDATE,2.90805147,0.999,0.01017,0.97,0.0394,81.51,1220.0,523.63,5889.0,4.543,-0.22,0.869,0.961,0.0,103.1,2.812,8.3,368.0,0,0,0,0
FALSE POSITIVE,1.992098705,0.0,0.466485,45.85,0.0308,74.4,1435.0,1006.31,6024.0,4.523,-0.26,0.9,0.985,0.0,69414.0,4.03833,1186.0,542.0,0,1,0,0
FALSE POSITIVE,1.78752921,0.0,0.007309,5.86,0.0377,88.62,3868.0,52997.01,6286.0,3.056,-0.5,7.342,2.233,0.0,62.9,5.315,16.0,604.0,1,0,0,0
FALSE POSITIVE,1.77555333,0.0,0.010126,1.26,0.0302,25.78,1786.0,2402.56,6594.0,4.39,-0.26,1.138,1.158,0.0,83.5,14.41,14.1,581.0,1,0,0,0
FALSE POSITIVE,5.462689263,0.0,0.373854,36.25,0.0579,77.27,1024.0,260.14,5929.0,4.479,-0.46,0.888,0.867,0.0,4184.6,3.2605,82.6,200.0,0,1,1,0
FALSE POSITIVE,3.58966681,0.125,0.22878,95.86,0.0554,16.21,2410.0,7969.78,6564.0,3.515,-0.16,3.837,1.757,0.0,421.3,18.534,102.3,298.0,1,0,0,0
FALSE POSITIVE,1.37347867,0.0,0.022179,4.25,0.0257,13.75,2505.0,9313.26,6877.0,4.028,-0.5,1.753,1.196,0.0,289.9,12.62,27.2,979.0,1,0,0,0
FALSE POSITIVE,1.00960235,0.0,0.007366,1.94,0.0205,11.91,2885.0,16358.66,6028.0,3.724,-0.62,2.412,1.122,0.0,31.9,7.847,12.5,1341.0,1,0,0,0
FALSE POSITIVE,1.060996585,0.0,0.441483,64.99,0.02,67.42,1968.0,3542.31,5433.0,4.154,0.22,1.348,0.944,0.0,41142.0,2.6494,339.5,84.0,0,1,0,1
FALSE POSITIVE,2.735152701,0.0,0.019633,3.27,0.0422,89.23,1679.0,1875.08,6333.0,4.198,0.26,1.523,1.338,0.0,283.3,0.1046,4.7,501.0,1,0,0,0
FALSE POSITIVE,9.459993213,0.0,0.573221,51.89,0.0853,87.75,766.0,81.31,5569.0,4.566,-0.08,0.829,0.928,0.0,237600.0,5.3012,3164.4,143.0,0,1,0,0
FALSE POSITIVE,1.208524388,0.0,0.34891,26.71,0.0203,62.64,1286.0,647.48,4963.0,4.63,-0.2,0.701,0.781,0.0,4759.6,1.8478,181.3,887.0,0,1,1,0
FALSE POSITIVE,3.79187443,0.0,0.601527,47.49,0.0441,85.98,1004.0,240.31,5622.0,4.619,-0.58,0.723,0.803,0.0,230740.0,3.5521,1111.9,281.0,0,1,0,0
FALSE POSITIVE,17.844323157,0.0,0.559159,90.67,0.1357,88.81,874.0,138.25,5993.0,4.114,-0.1,1.485,1.046,0.0,222360.0,5.07999,4456.6,76.0,0,1,0,0
FALSE POSITIVE,34.6506368,0.97,0.027019,12.35,0.2561,83.42,1191.0,476.15,6681.0,3.465,-0.18,4.185,1.866,0.0,502.5,10.287,21.6,39.0,1,0,0,0
CANDIDATE,2.56271232,0.831,0.004923,0.48,0.0344,87.68,1171.0,443.49,5190.0,4.446,0.12,0.899,0.823,0.0,29.4,2.163,8.2,402.0,0,0,0,0
FALSE POSITIVE,12.643303542,0.0,0.569347,34.94,0.0883,88.26,443.0,9.07,3977.0,4.697,-0.1,0.562,0.572,0.0,236720.0,5.48853,2907.6,108.0,0,1,0,0
FALSE POSITIVE,1.36293943,0.0,0.136014,31.28,0.0276,7.11,2630.0,11346.02,6831.0,3.971,-0.08,2.106,1.511,0.0,54.4,10.32,15.8,994.0,1,0,0,0
FALSE POSITIVE,185.103836,0.229,0.021516,14.63,0.6719,90.0,670.0,47.72,4992.0,2.921,-0.42,6.226,1.179,0.0,581.4,4.19,10.9,7.0,1,0,0,0
FALSE POSITIVE,1.267693801,0.0,0.617872,64.84,0.0215,81.97,1606.0,1572.85,5446.0,4.388,-0.08,0.961,0.825,0.0,333640.0,3.57993,713.8,0.0,0,1,0,0
CANDIDATE,15.08186,0.0,0.008867,0.98,0.115,88.24,758.0,78.11,5794.0,4.377,-0.22,1.012,0.89,0.0,81.6,4.004,7.1,89.0,0,0,0,0
CANDIDATE,2.44693823,0.971,0.00495,0.56,0.0358,87.76,1379.0,855.53,5821.0,4.419,0.1,1.033,1.022,0.0,26.4,0.954,9.0,544.0,0,0,0,0
FALSE POSITIVE,7.002865192,0.0,0.565488,75.09,0.0767,88.52,1197.0,486.09,6818.0,4.357,-0.2,1.216,1.24,0.0,349700.0,5.90232,8168.6,0.0,0,1,0,0
CANDIDATE,13.05609,0.955,0.011992,1.3,0.1078,89.81,814.0,103.85,6078.0,4.434,-0.26,0.994,0.978,0.0,170.8,3.498,10.8,105.0,0,0,0,0
FALSE POSITIVE,0.85450941,0.0,0.003442,0.35,0.0169,76.2,1928.0,3269.09,5922.0,4.454,-0.4,0.921,0.881,0.0,13.7,3.723,9.0,1569.0,0,1,0,0
FALSE POSITIVE,30.130130001,0.0,0.569395,83.75,0.2058,88.53,753.0,76.07,6674.0,4.286,-0.06,1.347,1.284,0.0,280750.0,13.4919,2583.7,0.0,0,1,0,0
FALSE POSITIVE,7.0435762,0.0,0.021076,102.89177806760134,0.0851,88.5,1085.3858276274318,567.89,5706.8232800782525,4.438,-0.1,1.0,0.974,0.0,421.1,15.76,23.0,198.0,1,0,0,0
FALSE POSITIVE,9.12208711,0.0,0.464111,52.66,0.0849,85.65,904.0,157.73,5857.0,4.396,-0.04,1.039,0.981,0.0,58790.0,4.62417,1599.1,150.0,0,1,0,0
FALSE POSITIVE,366.71923,0.315,0.014984,3.35,1.0767,89.86,383.0,5.09,6295.0,3.907,-0.18,2.049,1.237,0.0,246.4,9.8,9.8,4.0,1,0,0,0
FALSE POSITIVE,6.373454978,0.0,0.376799,51.6,0.0633,78.23,1169.0,441.1,5953.0,4.161,-0.58,1.254,0.831,0.0,6084.6,3.9377,258.1,420.0,0,1,1,0
FALSE POSITIVE,1.075577069,0.0,0.49952,69.11,0.0203,70.62,2094.0,4551.51,6011.0,4.217,-0.24,1.267,0.966,0.0,140580.0,4.11779,1589.6,1220.0,0,1,1,0
FALSE POSITIVE,0.811390968,0.0,0.010813,14.74,0.0238,86.63,5043.0,153237.23,4994.0,2.682,0.07,12.487,2.731,0.0,139.9,1.0114,19.2,1316.0,1,0,1,0
FALSE POSITIVE,14.6494599,0.0,0.013335,1.0,0.1023,89.95,574.0,25.65,5017.0,4.585,-0.48,0.688,0.663,0.0,221.0,2.883,7.4,90.0,1,0,0,0
FALSE POSITIVE,321.00742,0.0,0.016903,3.7,0.8746,89.95,351.0,3.59,5258.0,3.771,-0.5,2.004,0.864,0.0,307.1,13.01,11.1,4.0,1,0,0,0
FALSE POSITIVE,27.81892382,0.0,0.500443,50.0,0.1795,89.0,610.0,32.75,6126.0,4.513,-0.32,0.915,0.994,0.0,238220.0,8.3777,156.8,51.0,0,1,0,0
FALSE POSITIVE,8.467706136,0.0,0.477765,43.98,0.0794,86.35,844.0,120.02,5873.0,4.554,-0.3,0.843,0.93,0.0,77324.0,4.05376,976.0,318.0,1,0,0,0
FALSE POSITIVE,24.70361995,0.0,0.424455,30.13,0.1484,89.69,464.0,10.99,5030.0,4.665,-0.46,0.65,0.717,0.0,217540.0,6.9719,268.7,55.0,0,1,0,0
FALSE POSITIVE,5.1348689,0.0,0.147908,16.17,0.0548,8.42,1040.0,276.25,5515.0,4.357,-0.12,1.001,0.831,0.0,115.8,48.69,36.1,273.0,0,1,0,0
FALSE POSITIVE,5.251918489,0.0,0.513326,51.51,0.0591,88.3,1060.0,299.43,6099.0,4.511,-0.28,0.919,1.0,0.0,296480.0,5.59653,6979.7,258.0,0,1,0,0
FALSE POSITIVE,3.62944008,0.0,0.335823,40.08,0.046,87.65,1351.0,787.91,6284.0,4.355,-0.36,1.093,0.986,0.0,130080.0,5.94104,5131.4,369.0,0,1,0,0
FALSE POSITIVE,43.263305017,0.0,0.626615,62.75,0.2212,89.36,505.0,15.38,5623.0,4.4,-0.42,0.917,0.77,0.0,359090.0,10.0915,2415.6,0.0,0,1,0,0
FALSE POSITIVE,6.042029838,0.0,0.373543,23.94,0.0544,84.24,729.0,66.7,5030.0,4.67,-1.14,0.587,0.587,0.0,132860.0,8.0666,312.5,225.0,0,1,0,0
FALSE POSITIVE,2.892087553,0.0,0.471271,47.55,0.0379,81.53,1225.0,531.42,5622.0,4.443,-0.16,0.924,0.864,0.0,71631.0,3.16757,563.9,455.0,0,1,0,0
FALSE POSITIVE,5.40597608,0.0,0.018956,31.78,0.0882,89.95,2818.0,14885.1,4840.0,2.56,0.21,15.355,3.121,0.0,461.0,2.79,23.5,121.0,0,0,1,0
CANDIDATE,3.64049242,0.914,0.005936,0.61,0.0466,89.55,1136.0,393.32,5745.0,4.503,0.1,0.936,1.017,0.0,42.1,1.194,9.5,365.0,0,0,0,0
FALSE POSITIVE,0.510804497,0.0,0.006638,1.58,0.014,50.65,3622.0,40925.32,6596.0,3.913,-0.26,2.176,1.415,0.0,42.7,2.539,15.4,1325.0,1,0,0,0
FALSE POSITIVE,0.645850521,0.0,0.006914,0.69,0.0136,82.58,1941.0,3366.81,5381.0,4.426,-0.1,0.911,0.806,0.0,54.9,1.2082,16.8,2072.0,0,1,1,1
